26263;Universidade Federal de Lavras;1459;74167
26264;Universidade Federal Rural do Semi-Árido;1969;134931
26266;Fundação Universidade Federal do Pampa;9577;152947
26267;Universidade Federal da Integração Latino-Americana;5886;108250
26268;Fundação Universidade Federal de Rondônia;2337;169818
26269;Universidade Federal do Estado do Rio de Janeiro;3990;181004
26271;Fundação Universidade de Brasília;7425;72433
26273;Universidade Federal do Rio Grande;8482;136185
26274;Fundação Universidade Federal de Uberlândia;8011;125495
26275;Fundação Universidade Federal do Acre;2144;150471
26276;Fundação Universidade Federal do Mato Grosso;4762;145834
26277;Universidade Federal de Ouro Preto;1542;64066
26278;Fundação Universidade Federal de Pelotas;3839;62273
26279;Fundação Universidade Federal do Piauí;8922;126894
26280;Fundação Universidade Federal de São Carlos;9818;84135
26281;Fundação Universidade Federal de Sergipe;3263;167666
26282;Universidade Federal de Viçosa;3336;149014
26283;Fundação Universidade Federal do Mato Grosso do Sul;7671;83488
26284;Fundação Universidade Federal de Ciências da Saúde de Porto Alegre;2954;178671
26285;Fundação Universidade Federal de São João Del-Rei;1808;134214
26292;Fundação Joaquim Nabuco;1936;178808
26294;Hospital de Clínicas de Porto Alegre;8997;136166
26298;Fundo Nacional de Desenvolvimento da Educação;7398;69000
26350;Fundação Universidade Federal da Grande Dourados;2543;84779
26351;Universidade Federal do Recôncavo da Bahia;4933;82640
26352;Fundação Universidade Federal do ABC;1312;93480
26402;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;8138;156793
26403;Instituto Federal de Educação, Ciência e Tecnologia do Amazonas;6488;107918
26404;Instituto Federal de Educação, Ciência e Tecnologia Baiano;4390;163159
26405;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;7229;52850
26406;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;9276;190294
26407;Instituto Federal de Educação, Ciência e Tecnologia Goiano;9898;126390
26408;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão;9637;53155
26409;Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais;4966;130312
26410;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;6033;97520
26411;Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais;5441;157526
26412;Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais;3198;176340
26414;Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso;1330;173100
26415;Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul;5900;163652
26417;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;3092;104548
26418;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco;5952;166474
26419;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul;9639;102989
26421;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;7972;83549
26422;Instituto Federal de Educação, Ciência e Tecnologia Catarinense;8282;136527
26424;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins;7821;148515
26427;Instituto Federal de Educação, Ciência e Tecnologia da Bahia;1769;142949
26428;Instituto Federal de Educação, Ciência e Tecnologia de Brasília;9159;146197
26429;Instituto Federal de Educação, Ciência e Tecnologia de Goiás;6239;183550
26430;Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco;8594;194458
26431;Instituto Federal de Educação, Ciência e Tecnologia do Piauí;6337;191516
26432;Instituto Federal do Paraná;6837;151772
26433;Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro;9870;110442
26434;Instituto Federal de Educação, Ciência e Tecnologia Fluminense;9295;140513
26435;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;1185;181691
26436;Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense;6387;181156
26437;Instituto Federal de Educação, Ciência e Tecnologia de Roraima;8243;181950
26438;Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina;9035;111330
26439;Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;7627;85425
26440;Universidade Federal da Fronteira Sul;4462;89806
26442;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;2869;109568
26443;Empresa Brasileira de Serviços Hospitalares;7266;110100
26450;Universidade Federal do Sul da Bahia;5619;118125
26452;Universidade Federal de Catalão;4257;98451
26453;Universidade Federal de Jataí;9991;73854
26455;Universidade Federal do Delta do Parnaíba;2348;109163
29208;Companhia de Pesquisa de Recursos Minerais;4003;195661
29214;Companhia Brasileira de Trens Urbanos;3597;126559
30000;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;1614;55167
30108;Polícia Federal;9769;136174
30203;Instituto Nacional de Metrologia, Qualidade e Tecnologia;8589;109977
30211;Conselho Administrativo de Defesa Econômica;4309;124403
30802;Polícia Rodoviária Federal;8125;194832
30907;Fundo Penitenciário Nacional;6111;145048
31280;Caixa de Construções de Casas para o Pessoal da Marinha do Brasil;3038;72893
32000;Ministério de Minas e Energia - Unidades com vínculo direto;4510;187337
32205;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis;8792;186144
32210;Agência Nacional de Energia Elétrica;8947;88298
32314;Empresa de Pesquisa Energética;4137;185830
32396;Agência Nacional de Mineração;5559;173754
33000;Ministério da Previdência Social - Unidades com vínculo direto;3494;146328
33206;Superintendência Nacional de Previdência Complementar;3515;117774
35000;Ministério das Relações Exteriores - Unidades com vínculo direto;6604;192010
35201;Fundação Alexandre de Gusmão;9046;197134
36000;Ministério da Saúde - Unidades com vínculo direto;8549;150472
36201;Fundação Oswaldo Cruz;1365;102864
36210;Hospital Nossa Senhora da Conceição S.A.;4541;190337
36211;Fundação Nacional de Saúde;4464;74793
36212;Agência Nacional de Vigilância Sanitária;9651;122744
36213;Agência Nacional de Saúde Suplementar;8771;195283
37000;Controladoria-Geral da União - Unidades com vínculo direto;8702;145739
37201;Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho;8007;196288
37202;Instituto Nacional do Seguro Social;6390;56967
38000;Ministério do Trabalho e Emprego - Unidades com vínculo direto;3064;114122
38901;Fundo de Amparo ao Trabalhador;1783;68347
39000;Ministério dos Transportes - Unidades com vínculo direto;5445;90808
39250;Agência Nacional de Transportes Terrestres;3443;66150
39252;Departamento Nacional de Infraestrutura de Transportes;8683;178905
40000;Ministério do Trabalho e Emprego - Unidades com vínculo direto;5943;59230
41000;Ministério das Comunicações - Unidades com vínculo direto;4326;175955
41231;Agêncial Nacional de Telecomunicações;5704;54233
42000;Ministério da Cultura - Unidades com vínculo direto;5993;131323
42207;Instituto Brasileiro de Museus;1523;148962
44000;Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto;3088;151642
44205;Agência Nacional de Águas e Saneamento Básico;3127;104684
44206;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro;1271;102630
44207;Instituto Chico Mendes de Conservação da Biodiversidade;3891;148157
44208;Serviço Florestal Brasileiro;3314;131384
46000;Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;2645;189700
47000;Ministério do Planejamento e Orçamento - Unidades com vínculo direto;2354;194651
52000;Ministério da Defesa - Unidades com vínculo direto;3109;189765
52111;Comando da Aeronáutica;5183;118672
52121;Comando do Exército;9354;119521
52131;Comando da Marinha;5229;170410
52132;Comando da Marinha - Fundo Naval;8898;58966
52133;Fundo de Desenvolvimento do Ensino Profissional Marítimo;1846;68283
52211;Caixa de Financiamento Imobiliário da Aeronáutica;6182;98472
52221;Indústria de Material Bélico do Brasil;6022;149587
52233;Amazônia Azul Tecnologia de Defesa S.A.;3926;132508
52904;Fundo do Exército;4512;94080
53000;Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;6458;125838
53202;Superintendência do Desenvolvimento da Amazônia;7027;113601
53203;Superintendência do Desenvolvimento do Nordeste;8372;180677
53207;Superintendência de Desenvolvimento do Centro-Oeste;5750;176280
54000;Ministério do Turismo - Unidades com vínculo direto;7522;162207
58000;Ministério da Pesca e Aquicultura - Unidades com vínculo direto;2655;69485
60000;Gabinete da Vice-Presidência da República;5090;102903
61201;Instituto de Pesquisa Econômica Aplicada;6895;92375
62201;Agência Nacional de Aviação Civil;6268;182801
63000;Advocacia-Geral da União - Unidades com vínculo direto;7227;55304
68201;Agência Nacional de Transportes Aquaviários;3264;105243
81000;Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto;3851;81897
